"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2022,"SE","FT","Data Analyst","69000","USD","69000","US","100","US","M"
2022,"SE","FT","Data Analyst","150075","USD","150075","US","100","US","M"
2022,"SE","FT","Data Analyst","110925","USD","110925","US","100","US","M"
2022,"SE","FT","Data Analyst","126500","USD","126500","US","100","US","M"
2022,"SE","FT","Data Analyst","106260","USD","106260","US","100","US","M"
2022,"SE","FT","Data Analyst","105000","USD","105000","US","100","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","100","US","M"
2022,"SE","FT","Data Analyst","170000","USD","170000","US","100","US","M"
2022,"SE","FT","Data Analyst","135000","USD","135000","US","100","US","M"
2022,"MI","FT","Data Analyst","135000","USD","135000","US","100","US","M"
2022,"MI","FT","Data Analyst","50000","USD","50000","US","100","US","M"
2022,"MI","FT","Business Data Analyst","1400000","INR","17805","IN","100","IN","M"
2022,"MI","FT","Business Data Analyst","90000","CAD","69133","CA","50","CA","L"
2022,"MI","FT","Data Analyst","20000","USD","20000","GR","100","GR","S"
2022,"MI","FT","Principal Data Analyst","75000","USD","75000","CA","100","CA","S"
2020,"MI","FT","Product Data Analyst","20000","USD","20000","HN","0","HN","S"
2022,"SE","FT","Data Analytics Lead","405000","USD","405000","US","100","US","L"
2021,"MI","FT","Data Analyst","135000","USD","135000","US","100","US","L"
2022,"EN","FT","Data Analytics Engineer","20000","USD","20000","PK","0","PK","M"
2021,"MI","FT","Data Analyst","90000","USD","90000","US","100","US","M"
2022,"EN","FT","Financial Data Analyst","100000","USD","100000","US","50","US","L"
2021,"EN","PT","Data Analyst","8760","EUR","10354","ES","50","ES","M"
2021,"EN","FT","Data Analyst","50000","USD","50000","US","100","US","M"
2021,"EN","FT","BI Data Analyst","55000","USD","55000","US","50","US","S"
2021,"SE","FT","Data Analytics Manager","120000","USD","120000","US","100","US","M"
2020,"MI","FT","Data Analyst","41000","EUR","46759","FR","50","FR","L"
2021,"EN","FT","Data Analyst","90000","USD","90000","US","100","US","S"
2021,"EN","FT","Data Analyst","60000","USD","60000","US","100","US","S"
2021,"MI","FT","Data Analytics Engineer","110000","USD","110000","US","100","US","L"
2021,"EN","FT","Data Analyst","50000","EUR","59102","FR","50","FR","M"
2021,"SE","FT","Data Analyst","80000","USD","80000","BG","100","US","S"
2020,"EN","FT","Data Analyst","10000","USD","10000","NG","100","NG","S"
2021,"SE","FT","Data Analytics Engineer","67000","EUR","79197","DE","100","DE","L"
2021,"SE","FT","Lead Data Analyst","170000","USD","170000","US","100","US","L"
2021,"EN","FT","Data Analyst","80000","USD","80000","US","100","US","M"
2021,"MI","FT","BI Data Analyst","100000","USD","100000","US","100","US","M"
2021,"EX","FT","BI Data Analyst","150000","USD","150000","IN","100","US","L"
2021,"SE","FT","Marketing Data Analyst","75000","EUR","88654","GR","100","DK","L"
2021,"MI","FT","Data Analyst","37456","GBP","51519","GB","50","GB","L"
2021,"MI","FT","BI Data Analyst","11000000","HUF","36259","HU","50","US","L"
2021,"MI","FT","Data Analyst","93000","USD","93000","US","100","US","L"
2020,"EN","FT","Data Analyst","450000","INR","6072","IN","0","IN","S"
2021,"SE","FT","Principal Data Analyst","170000","USD","170000","US","100","US","M"
2020,"EN","FT","Data Analyst","91000","USD","91000","US","100","US","L"
2021,"MI","FT","Data Analyst","80000","USD","80000","US","100","US","L"
2021,"SE","FT","Data Analyst","200000","USD","200000","US","100","US","L"
2020,"EN","FT","Data Analyst","72000","USD","72000","US","100","US","L"
2021,"SE","FT","Data Analyst","54000","EUR","63831","DE","50","DE","L"
2021,"SE","FT","Data Analyst","90000","CAD","71786","CA","100","CA","M"
2021,"EN","FT","BI Data Analyst","9272","USD","9272","KE","100","KE","S"
2020,"MI","FT","Business Data Analyst","135000","USD","135000","US","100","US","L"
2021,"SE","FT","Data Analytics Engineer","50000","USD","50000","VN","100","GB","M"
2020,"MI","FT","Lead Data Analyst","87000","USD","87000","US","100","US","L"
2020,"MI","FT","Data Analyst","85000","USD","85000","US","100","US","L"
2020,"MI","FT","Data Analyst","8000","USD","8000","PK","50","PK","L"
2020,"MI","FT","Product Data Analyst","450000","INR","6072","IN","100","IN","L"
2020,"MI","FT","BI Data Analyst","98000","USD","98000","US","0","US","M"
2021,"SE","FT","Data Analytics Manager","120000","USD","120000","US","0","US","L"
2021,"SE","FT","Data Analytics Manager","140000","USD","140000","US","100","US","L"
2021,"SE","FT","Finance Data Analyst","45000","GBP","61896","GB","50","GB","L"
2021,"EN","FT","Business Data Analyst","50000","EUR","59102","LU","100","LU","L"
2021,"MI","FT","Lead Data Analyst","1450000","INR","19609","IN","100","IN","L"
2021,"MI","FT","Data Analyst","75000","USD","75000","US","0","US","L"
2021,"MI","FT","Data Analyst","62000","USD","62000","US","0","US","L"
2020,"EN","CT","Business Data Analyst","100000","USD","100000","US","100","US","L"
